"odkaz";"nazev";"vyucujici";"predmet";"tyden";"keywords";"typ";"kod";"poznamky";"origolink";"nahrazeno"
"https://web.microsoftstream.com/video/bb97799f-a88f-4c62-aeb2-9d646d75465f";"Chemická kinetika: Parametry rychlostních rovnic z experimentů";"Petr Slavíček";"Fyzikální chemie B+";5;"chemická kinetika,parametry rychlostních rovnic,experiment,integrální metoda,diferenciální metoda";"přednáška";"B403019";;"https://web.microsoftstream.com/video/bb97799f-a88f-4c62-aeb2-9d646d75465f";
"https://web.microsoftstream.com/video/359d9047-a827-44a6-86c3-dcd49ada3f86";"Chemická kinetika: Teplotní závislost rychlosti";"Petr Slavíček";"Fyzikální chemie B+";5;"chemická kinetika,teplotní závislost rychlosti reakce,Arrheniova rovnice";"přednáška";"B403019";;"https://web.microsoftstream.com/video/359d9047-a827-44a6-86c3-dcd49ada3f86";
"https://web.microsoftstream.com/video/45d9f8fa-ceba-4035-8796-a3a94ac2cbdc";"Chemická kinetika: Složené reakce";"Petr Slavíček";"Fyzikální chemie B+";6;"chemická kinetika,složené reakce,boční reakce,následné reakce,zvratné reakce,vratné reakce";"přednáška";"B403019";;"https://web.microsoftstream.com/video/45d9f8fa-ceba-4035-8796-a3a94ac2cbdc";
"https://web.microsoftstream.com/video/7be83598-6189-44d1-934b-ca5cf68be94f";"Chemická kinetika: Mechanismus reakcí a aproximace stacionárního stavu";"Petr Slavíček";"Fyzikální chemie B+";6;"chemická kinetika,mechanismus reakcí,aproximace stacionárního stavu,Rice–Herzfeld";"přednáška";"B403019";;"https://web.microsoftstream.com/video/7be83598-6189-44d1-934b-ca5cf68be94f";
"https://web.microsoftstream.com/video/2503e674-5eb8-4390-8067-c1b1f4856aef";"Chemická kinetika: Kinetika enzymových reakcí";"Petr Slavíček";"Fyzikální chemie B+";7;"chemická kinetika,enzymová reakce,enzym,enzymatická katalýza,Michaelis–Menten";"přednáška";"B403019";;"https://web.microsoftstream.com/video/2503e674-5eb8-4390-8067-c1b1f4856aef";
"https://web.microsoftstream.com/video/342a4b24-2779-4a51-8e8f-1ff157ec4ddd";"Chemická kinetika: Inhibice enzymů";"Petr Slavíček";"Fyzikální chemie B+";7;"chemická kinetika,inhibice enzymu,kompetitivní inhibice,nekompetitivní inhibice,antikompetitivní inhibice";"přednáška";"B403019";;"https://web.microsoftstream.com/video/342a4b24-2779-4a51-8e8f-1ff157ec4ddd";
"https://web.microsoftstream.com/video/40d64d62-d987-44a4-901f-313f4ed46d7c";"Chemická kinetika: Srážková teorie";"Petr Slavíček";"Fyzikální chemie B+";7;"chemická kinetika,srážková teorie";"přednáška";"B403019";;"https://web.microsoftstream.com/video/40d64d62-d987-44a4-901f-313f4ed46d7c";
"https://web.microsoftstream.com/video/bc553243-0c5b-45ee-91b3-db1364802571";"Intermezzo: Statistická termodynamika";"Petr Slavíček";"Fyzikální chemie B+";7;"statistická termodynamika,partiční funkce";"přednáška";"B403019";;"https://web.microsoftstream.com/video/bc553243-0c5b-45ee-91b3-db1364802571";
"https://web.microsoftstream.com/video/02d739e9-9514-4a9d-9b37-b83e0320360f";"Chemická kinetika: Reakční koordináta";"Petr Slavíček";"Fyzikální chemie B+";8;"chemická kinetika,reakční koordináta,srážková teorie,hyperplocha";"přednáška";"B403019";;"https://web.microsoftstream.com/video/02d739e9-9514-4a9d-9b37-b83e0320360f";
"https://web.microsoftstream.com/video/c56ba397-a6c4-4b2a-8a0d-0010f77aec20";"Chemická kinetika: Teorie tranzitního stavu";"Petr Slavíček";"Fyzikální chemie B+";8;"chemická kientika,teorie tranzitního stavu,tranzitní stav,srážková teorie";"přednáška";"B403019";;"https://web.microsoftstream.com/video/c56ba397-a6c4-4b2a-8a0d-0010f77aec20";
"https://web.microsoftstream.com/video/4240c8db-b1e6-49b9-893e-0b7064b9abcf";"Chemická kinetika: Reakce v roztocích";"Petr Slavíček";"Fyzikální chemie B+";8;"chemická kinetika,roztoky,reakce v roztocích,difuzně řízené reakce,chemicky řízené reakce";"přednáška";"B403019";;"https://web.microsoftstream.com/video/4240c8db-b1e6-49b9-893e-0b7064b9abcf";
"https://web.microsoftstream.com/video/96ff84e9-d063-4ead-a878-2ec411417ec1";"Chemická kinetika – Dodatek: Difuzně řízené reakce";"Petr Slavíček";"Fyzikální chemie B+";8;"chemická kinetika,difuzně řízené reakce,Smoluchowski,difuzní rovnice";"přednáška";"B403019";;"https://web.microsoftstream.com/video/96ff84e9-d063-4ead-a878-2ec411417ec1";
"https://web.microsoftstream.com/video/ab55179b-3d0b-4618-b064-396fdd7b8d85";"Fázové rovnováhy: Fázové diagramy a Gibbsův zákon fází";"Petr Slavíček";"Fyzikální chemie B+";9;"fázové rovnováhy,fázový diagram,Gibbsův zákon fází,fáze,skupenství,Gibbsův fázový zákon";"přednáška";"B403019";;"https://web.microsoftstream.com/video/ab55179b-3d0b-4618-b064-396fdd7b8d85";
"https://web.microsoftstream.com/video/5f8b66ea-43a6-49f6-87af-1109a2fe8826";"Fázové rovnováhy: Clapeyronova a Clausiova–Clapeyronova rovnice";"Petr Slavíček";"Fyzikální chemie B+";9;"fázové rovnováhy,Clapeyronova rovnice,Clausiova–Clapeyronova rovnice,rovnováha kapalina-pára,VLE,sublimace,tání";"přednáška";"B403019";;"https://web.microsoftstream.com/video/5f8b66ea-43a6-49f6-87af-1109a2fe8826";
"https://web.microsoftstream.com/video/fb42dcff-366f-46f1-b246-39be2214794f";"Klasifikace fázových přechodů a Troutonovo pravidlo";"Petr Slavíček";"Fyzikální chemie B+";9;"fázové rovnováhy,klasifikace fázových přechodů,fázový přechod,Troutonovo pravidlo";"přednáška";"B403019";;"https://web.microsoftstream.com/video/fb42dcff-366f-46f1-b246-39be2214794f";
"https://web.microsoftstream.com/video/17964863-4713-4f6f-a16a-8663dbd57b5a";"Fázové rovnováhy: Kapalina–pára a Raolultův zákon";"Petr Slavíček";"Fyzikální chemie B+";10;"fázové rovnováhy,rovnováha kapalina-pára,VLE,Raoultův zákon";"přednáška";"B403019";;"https://web.microsoftstream.com/video/17964863-4713-4f6f-a16a-8663dbd57b5a";
"https://web.microsoftstream.com/video/5905f46d-e627-4e73-b471-9cadeaa99623";"Fázové rovnováhy: Kapalina–pára, konstrukce fázových diagramů";"Petr Slavíček";"Fyzikální chemie B+";10;"fázové rovnováhy,rovnováha kapalina-pára,VLE,fázový diagram,Raoultův zákon";"přednáška";"B403019";;"https://web.microsoftstream.com/video/5905f46d-e627-4e73-b471-9cadeaa99623";
"https://web.microsoftstream.com/video/f150f9f2-4cc1-472d-b974-98e4517ac439";"Fázové rovnováhy: Pákové pravidlo";"Petr Slavíček";"Fyzikální chemie B+";10;"fázové rovnováhy,pákové pravidlo";"přednáška";"B403019";;"https://web.microsoftstream.com/video/f150f9f2-4cc1-472d-b974-98e4517ac439";
"https://web.microsoftstream.com/video/ce5a1e5c-58ab-4494-b658-75cf59d869ae";"Fázové rovnováhy: Henryho zákon";"Petr Slavíček";"Fyzikální chemie B+";10;"fázové rovnováhy,Henryho zákon,rozpustnost plynu";"přednáška";"B403019";;"https://web.microsoftstream.com/video/ce5a1e5c-58ab-4494-b658-75cf59d869ae";
"https://web.microsoftstream.com/video/09d9232a-680d-4c11-838d-765f737c18c0";"Fázové rovnováhy: Kapalina-kapalina";"Petr Slavíček";"Fyzikální chemie B+";10;"fázové rovnováhy,rovnováha kapalina-kapalina,LLE,binodální křivka,tlak par,heterogenní systém";"přednáška";"B403019";;"https://web.microsoftstream.com/video/09d9232a-680d-4c11-838d-765f737c18c0";
"https://web.microsoftstream.com/video/38320120-d612-4700-85e2-470f23437912";"Fázové rovnováhy: Kapalina-pevná látka";"Petr Slavíček";"Fyzikální chemie B+";11;"fázové rovnováhy,rovnováha kapalina-tuhá látka,SLE,tuhnutí roztoku,rozpouštění krystalu,eutektikum";"přednáška";"B403019";;"https://web.microsoftstream.com/video/38320120-d612-4700-85e2-470f23437912";
"https://web.microsoftstream.com/video/0b7cdd0a-46ed-4e84-af85-80d1b7bb8440";"Fázové rovnováhy – Koligativní vlastnosti";"Petr Slavíček";"Fyzikální chemie B+";11;"fázové rovnováhy,koligativní vlastnosti,vlastnosti roztoku,ebulioskopie,kryoskopie,osmotický tlak,reverzní osmóza";"přednáška";"B403019";;"https://web.microsoftstream.com/video/0b7cdd0a-46ed-4e84-af85-80d1b7bb8440";
"https://web.microsoftstream.com/video/20ded6dd-b4e2-40c9-bae3-555492769f3a";"Fázové rovnováhy – Ternární systémy";"Petr Slavíček";"Fyzikální chemie B+";11;"fázové rovnováhy,ternární systémy,Gibbsův fázový zákon";"přednáška";"B403019";;"https://web.microsoftstream.com/video/20ded6dd-b4e2-40c9-bae3-555492769f3a";
"https://web.microsoftstream.com/video/7dba73ad-2aad-4715-bba1-5cae19d34b94";"Fyzikální chemie mezifází: Povrchové napětí, Youngova–Laplaceova rovnice a kapilarita";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,povchové napětí,Youngova–Laplaceova rovnice,kapilarita";"přednáška";"B403019";;"https://web.microsoftstream.com/video/7dba73ad-2aad-4715-bba1-5cae19d34b94";
"https://web.microsoftstream.com/video/e105f817-9b2e-4781-bfb4-ee5f5ec29eb4";"Fyzikální chemie mezifází: Kelvinova rovnice";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,Kelvinova rovnice,kapilární kondenzace";"přednáška";"B403019";;"https://web.microsoftstream.com/video/e105f817-9b2e-4781-bfb4-ee5f5ec29eb4";
"https://web.microsoftstream.com/video/9b25a48d-003d-4d17-81de-e65fbc73237c";"Fyzikální chemie mezifází: Klasická teorie nukleace";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,klasická teorie nukleace,nukleace,Kelvinova rovnice";"přednáška";"B403019";;"https://web.microsoftstream.com/video/9b25a48d-003d-4d17-81de-e65fbc73237c";
"https://web.microsoftstream.com/video/b0dd2a56-47f5-4459-9d4b-d268c289e692";"Fyzikální chemie mezifází: Teplotní závislost povrchového napětí";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,teplotní závislost povrchového napětí,povchové napětí";"přednáška";"B403019";;"https://web.microsoftstream.com/video/b0dd2a56-47f5-4459-9d4b-d268c289e692";
"https://web.microsoftstream.com/video/b8351263-ec09-42ba-8a7e-016f7528aa59";"Fyzikální chemie mezifází: Gibbsova adsorpční izoterma";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,Gibbsova adsorpční izoterma,adsorpce,adsorbent,adsorbát";"přednáška";"B403019";;"https://web.microsoftstream.com/video/b8351263-ec09-42ba-8a7e-016f7528aa59";
"https://web.microsoftstream.com/video/70c7cb5f-1a2a-47fa-a158-0f9b76c671bb";"Fyzikální chemie mezifází: Povrchové filmy, elektrická dvojvrstva, elektrokapilarita";"Petr Slavíček";"Fyzikální chemie B+";12;"mezifáze,povchové filmy,elektrická dvojvrstva,elektrokapilarita,micela,membrána,kritická micelární koncentrace,solubilizace";"přednáška";"B403019";;"https://web.microsoftstream.com/video/70c7cb5f-1a2a-47fa-a158-0f9b76c671bb";
"https://web.microsoftstream.com/video/75a0ea96-e505-4805-a3c4-1f099f0a04a3";"Fyzikální chemie mezifází: Chemisorpce a fyzikální sorpce";"Petr Slavíček";"Fyzikální chemie B+";13;"mezifáze,chemisorpce,fyzikální sorpce,pevná látka,adsorpce";"přednáška";"B403019";;"https://web.microsoftstream.com/video/75a0ea96-e505-4805-a3c4-1f099f0a04a3";
"https://web.microsoftstream.com/video/4a9090fb-3dc5-47eb-a251-acc4c1fa6d67";"Fyzikální chemie mezifází: Langmuirova izoterma";"Petr Slavíček";"Fyzikální chemie B+";13;"mezifáze,Langmuirova izoterma,adsorpční izoterma,koadsorpce,adsorpce,BET";"přednáška";"B403019";;"https://web.microsoftstream.com/video/4a9090fb-3dc5-47eb-a251-acc4c1fa6d67";
"https://web.microsoftstream.com/video/7ec32ddd-eccb-4f5e-8c20-28b3031e6714";"Fyzikální chemie mezifází: Heterogenní katalýza";"Petr Slavíček";"Fyzikální chemie B+";13;"mezifáze,heterogenní katalýza,Langmuir–Hinshelwood";"přednáška";"B403019";;"https://web.microsoftstream.com/video/7ec32ddd-eccb-4f5e-8c20-28b3031e6714";
"https://web.microsoftstream.com/video/76b08057-1a18-4812-8478-50e1e3c5fcaf";"Fyzikální chemie mezifází: Analýza povrchů";"Petr Slavíček";"Fyzikální chemie B+";13;"mezifáze,analýza povrchů,PES,SIMS,SERS,LEED,STM,AFM";"přednáška";"B403019";;"https://web.microsoftstream.com/video/76b08057-1a18-4812-8478-50e1e3c5fcaf";
"https://web.microsoftstream.com/video/71e07545-ce78-4a55-ba5c-a3389668476b";"Chemická rovnováha v nevodném roztoku";"Ctirad Červinka";"Fyzikální chemie B+";1;"chemická rovnováha,rovnovážná konstanta,aktivita";"cvičení";"B403019";;"https://web.microsoftstream.com/video/a35a0b39-ee40-4eaa-a493-b0962fcdb388?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/a2abf491-7169-453a-bfa0-0d5b40b54b35";"Silné kyseliny a zásady";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,silné elektrolyty,pH roztoku";"cvičení";"B403019";;"https://web.microsoftstream.com/video/3bba532b-7a7e-424b-b254-b6b515149f51?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/2baf3b9e-261c-4d73-9adb-0f6302198d6c";"Roztok slabé kyseliny";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,slabá kyselina,pH roztoku,ideální roztok,disociační konstanta kyseliny,konstanta acidity";"cvičení";"B403019";;"https://web.microsoftstream.com/video/e968e91c-041e-4e49-b121-e6bdfadd4b8f?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/20983e51-9b77-46c5-ba96-8f23cece4a10";"Roztok slabé zásady";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,slabá kyselina,pH roztoku,iontový součin vody,konstanta bazicity";"cvičení";"B403019";;"https://web.microsoftstream.com/video/1eee8191-3347-4cec-98cb-ef7b558d7111?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/4824557c-8bd1-4a3d-a989-d862452ed941";"Směs kyselin";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,slabá kyselina,pH roztoku,ideální roztok";"cvičení";"B403019";;"https://web.microsoftstream.com/video/2be356f9-f17e-4b24-92de-0a2e28806788?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/36ae5bb6-ad9e-435f-9d87-f6b1799677c2";"Debyeův-Hückelův zákon";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,silná kyselina,pH roztoku,aktivita,aktivitní koeficient,iontová síla,Debyeův–Hückelův zákon";"cvičení";"B403019";;"https://web.microsoftstream.com/video/4f426df6-d31e-4b5c-833a-e2b2710eec4c?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/da5b27c9-e128-47b5-8426-ba0e4123de12";"Hydrolýza soli slabé kyseliny";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,slabá kyselina,pH roztoku,iontový součin vody,hydrolýza,stupeň disocoace";"cvičení";"B403019";;"https://web.microsoftstream.com/video/942e5143-8f7e-4e0d-b0b1-d570d4f07e47?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/af37e83b-6bf9-4fdb-a9d2-12dc71d62adc";"Karbonátový pufr";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,slabá kyselina,pH roztoku,iontový součin vody,pufr";"cvičení";"B403019";;"https://web.microsoftstream.com/video/7209b633-8f64-43ea-93ed-b9020342c3a1?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/658ddf1a-7bd8-40ca-8058-7fea178e1d33";"Disociace do druhého stupně";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,silná kyselina,slabá kyselina,pH roztoku,ideální roztok,Debyeův–Hückelův zákon,aktivitní koeficient,iontová síla,disociační konstanta";"cvičení";"B403019";;"https://web.microsoftstream.com/video/aaada2f3-599f-4ce2-8928-0233da370092?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/ffa5aa85-98dd-4f5a-b204-4a323e0d67b0";"Součin rozpustnosti";"Ctirad Červinka";"Fyzikální chemie B+";1;"srážecí rovnováha,součin rozpustnosti,ideální roztok,rozpustnost";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f0eb0e8d-d767-4e26-bd9a-a2a63693640b?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/a434a635-1286-412d-85d4-0a3b7f8dbdb3";"Ovlivnění rozpustnosti sraženiny";"Ctirad Červinka";"Fyzikální chemie B+";1;"srážecí rovnováha,součin rozpustnosti,ideální roztok,Debyeův–Hückelův zákon,rozpustnost,aktivitní koeficient,iontová síla";"cvičení";"B403019";;"https://web.microsoftstream.com/video/8b5e17aa-2a1e-4309-bf7d-4af7d137c85f?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/e2aac882-3ac0-4c17-abbe-b3fa7f2eb2fc";"Kombinace acidobazické a srážecí rovnováhy";"Ctirad Červinka";"Fyzikální chemie B+";1;"acidobazická rovnováha,disociační konstanta,srážecí rovnováha,součin rozpustnosti,rozpustnost,vliv pH na rozpustnost";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f868486b-a90f-4904-ba7b-ae04638ee778?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/d2763f17-7197-44e7-a9c8-b06d7c6f6d9c";"Elektrolytické vylučování kovů";"Ctirad Červinka";"Fyzikální chemie B+";2;"elektrolýza,Faradayův zákon,redukce kovových iontů";"cvičení";"B403019";;"https://web.microsoftstream.com/video/97b11ddc-622a-44b1-adc1-f4830988002c?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/76e6491a-262a-460d-ba67-2fa99410b4e4";"Elektrolýza vody";"Ctirad Červinka";"Fyzikální chemie B+";2;"elektrolýza,Faradayův zákon,redukce vodíkových iontů";"cvičení";"B403019";;"https://web.microsoftstream.com/video/6e857f27-0ea8-4998-a984-c6d2bd13d755?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/b5900902-a1dd-498c-ba19-abf3680d35c7";"Dvoustupňová elektrolýza";"Ctirad Červinka";"Fyzikální chemie B+";2;"elektrolýza,Faradayův zákon,redukce kovových iontů";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f36f0e51-ee80-4415-aa86-ffe826147e0d?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/c6b19644-d7ff-4ea2-826a-9ef1bce5fc6b";"Elektrody prvého druhu";"Ctirad Červinka";"Fyzikální chemie B+";2;"rovnovážné napětí článku,elektroda prvního druhu,střední aktivita roztoku";"cvičení";"B403019";;"https://web.microsoftstream.com/video/688f6911-a482-4332-92cc-58ccbeb98193?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/30f94c6f-32c4-41e9-b5aa-44066c019c49";"Elektrody druhého druhu";"Ctirad Červinka";"Fyzikální chemie B+";2;"rovnovážné napětí článku,elektroda druhého druhu,ideální roztok";"cvičení";"B403019";;"https://web.microsoftstream.com/video/56f3debf-89f5-4c00-912c-116ad696f665?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/dd0c48cc-42a1-4971-9ecf-dc025bce81a6";"Elektrochemické určení koncentrace";"Ctirad Červinka";"Fyzikální chemie B+";2;"rovnovážné napětí článku,elektroda prvního druhu,vodíková elektroda,ideální roztok,ideální plyn";"cvičení";"B403019";;"https://web.microsoftstream.com/video/7f09c74e-1d4a-4937-8e16-7984fb0c2c2a?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/d90cc88c-0578-40e9-a09e-02b87d9dc58c";"Elektrochemické určení pH";"Ctirad Červinka";"Fyzikální chemie B+";2;"rovnovážné napětí článku,kalomelová elektroda,oxidačně-redukční elektroda,pH roztoku";"cvičení";"B403019";;"https://web.microsoftstream.com/video/a98eb38b-a7ef-4fa2-89ce-e6ba0ad9dfa8?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/ff6389fd-8770-4652-8b5a-f3cd3b356adf";"Termodynamika a elektrochemie";"Ctirad Červinka";"Fyzikální chemie B+";2;"závislost napětí na teplotě,termodynamika redoxní reakce";"cvičení";"B403019";;"https://web.microsoftstream.com/video/66d6c71e-db8f-42db-a168-bac761532b05?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/7c8e1974-9d57-4272-85dc-634646ce8e80";"Elektrolýza směsi elektrolytů";"Ctirad Červinka";"Fyzikální chemie B+";2;"elektrolýza,Faradayův zákon,redukce kovových iontů";"cvičení";"B403019";;"https://web.microsoftstream.com/video/0da23f2d-8177-4c0f-a607-38fa69de3887?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/25010d07-0f2b-4832-bd85-be9cd4d62321";"Kapacita autobaterie";"Ctirad Červinka";"Fyzikální chemie B+";2;"rovnovážné napětí článku,elektroda prvního druhu,kapacita baterie";"cvičení";"B403019";;"https://web.microsoftstream.com/video/bcb8b4fa-72b5-4819-ad14-e062487e1fb4?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/91e0e654-27d8-4189-9e67-ca06d45bd179";"Hittorfova metoda určení převodových čísel";"Ctirad Červinka";"Fyzikální chemie B+";3;"elektrolýza,převodová čísla,Hittorfova metoda";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f5d807d6-7161-46f2-b754-e319a210a33d?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/1e9c19ff-82a6-4113-b782-4138286eb2e8";"Převodová čísla při elektrolýze";"Ctirad Červinka";"Fyzikální chemie B+";3;"elektrolýza,převodová čísla,Hittorfova metoda";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f084c4b3-5943-4227-9adf-80a29d8a5606?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/9c6131fc-59fe-4be5-a04f-88b5873d2a76";"Konduktivita a molární vodivost";"Ctirad Červinka";"Fyzikální chemie B+";3;"konduktivita,měrná vodivost,molární vodivost,elektrický odpor";"cvičení";"B403019";;"https://web.microsoftstream.com/video/982d64b6-901c-48ec-94ae-ee16243e6870?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/11738ac8-1705-42d2-b554-383e3cd236e7";"Limitní molární vodivost";"Ctirad Červinka";"Fyzikální chemie B+";3;"limitní molární vodivost,Kohlrauschův zákon";"cvičení";"B403019";;"https://web.microsoftstream.com/video/b24683de-4409-49ec-9a9b-388c1467ca76?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/cdbf9dfb-9676-4f4e-a60d-6f39df3c4823";"Součin rozpustnosti z konduktometrie";"Ctirad Červinka";"Fyzikální chemie B+";3;"součin rozpustnosti,molární vodivost,měrná vodivost,srážecí rovnováha,Kohlrauschův zákon";"cvičení";"B403019";;"https://web.microsoftstream.com/video/c91aa7ee-3f43-45be-bca1-b51e68c092b1?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/4d35b06e-33ac-4f15-875e-8b3123909bfa";"Konduktivita a stupeň disociace";"Ctirad Červinka";"Fyzikální chemie B+";3;"molární vodivost,měrná vodivost,acidobazická rovnováha,stupeň disociace,Kohlrauschův zákon,disociační konstanta kyseliny,konstanta acidity";"cvičení";"B403019";;"https://web.microsoftstream.com/video/51843735-d7cc-4c84-b935-6de3310b2d9b?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/d9b423fe-cbf9-473e-a369-82ad0ff7b388";"Konduktometrická indikace bodu ekvivalence";"Ctirad Červinka";"Fyzikální chemie B+";3;"acidobazická titrace,konduktometrie,bod ekvivalence,molární vodivost";"cvičení";"B403019";;"https://web.microsoftstream.com/video/6a3b0854-f713-49bb-a5d7-e1cc7e4f0757?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/0486b271-57fd-4c1a-be3c-62ba16e2722d";"Disociační konstanta z konduktometrie";"Ctirad Červinka";"Fyzikální chemie B+";3;"disociační konstanta kyseliny,konstanta acidity,molární vodivost,měrná vodivost,acidobazická rovnováha,stupeň disociace,Kohlrauschův zákon";"cvičení";"B403019";;"https://web.microsoftstream.com/video/55e1908e-d567-4851-b818-0f27e66c88e0?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/8bf0815a-cdc6-4148-8303-e9215afbe09d";"Chemická kinetika";"Jan Heyda";"Fyzikální chemie B+";4;"řád reakce,radioaktivní rozpad,reakce 1. řádu,reakce 2. řádu";"cvičení";"B403019";;"https://web.microsoftstream.com/video/f9ff7762-59a0-4014-9022-659a0c3d0038";1
"https://web.microsoftstream.com/video/c6e21060-cd2f-42a0-b047-26421ce6e156";"Chemická kinetika – Integrální metoda";"Jan Heyda";"Fyzikální chemie B+";4;"analýza experimentálních dat,integrální metoda";"cvičení";"B403019";;"https://web.microsoftstream.com/video/0a57a7ef-1bc9-43af-befc-23f90b67d493?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/21746125-cf46-4d8b-a3db-9134f54c89cf";"Chemická kinetika – Diferenciální metoda";"Jan Heyda";"Fyzikální chemie B+";4;"analýza experimentálních dat,diferenciální metoda";"cvičení";"B403019";;"https://web.microsoftstream.com/video/2a91b3e4-cbe4-4a18-ad0f-b2f2431d0c0a?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/8d137f16-31ba-4904-aee4-95182ad05029";"Arrheniův zákon";"Jan Heyda";"Fyzikální chemie B+";4;"zkvašování cukru,Arrheniova rovnice,závislost rychlostní konstanty na teplotě";"cvičení";"B403019";;"https://web.microsoftstream.com/video/dc32021c-5283-4d55-8661-6477241fe95b?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/984c2a0b-8c89-4d06-98ac-f84d02466a64";"Paralelní reakce";"Jan Heyda";"Fyzikální chemie B+";5;"paralelní reakce 1. řádu,paralelní reakce 2. řádu";"cvičení";"B403019";;"https://web.microsoftstream.com/video/292efee3-5f38-490f-9281-66b376c6a862?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
"https://web.microsoftstream.com/video/a7c9865f-f350-4a67-9a60-2c19ae24047f";"Vratná reakce";"Jan Heyda";"Fyzikální chemie B+";5;"vratná reakce,izomerizace,izomerace";"cvičení";"B403019";;"https://web.microsoftstream.com/video/8d606de5-0f53-4a8e-8d5a-40a58d8f61e6?channelId=1c1df45c-a199-4830-b1ed-c318102f22f7";1
